property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
95392,-37.930028,145.036053,28 South Avenue,BENTLEIGH,9130000,house,2012,3,2,2,SC_046,1.073,19937,0.485,38.4,0,hospital_110,0.343,S_107,1.284
60486,-37.840993,145.199605,15 Lucerne Street,VERMONT,23800000,house,2016,4,2,2,SC_088,2.986,19900,2.645,39.5,0,hospital_008,2.57,S_202,2.801
65145,-37.806953,145.317673,15 Mimosa Avenue,KILSYTH,3450000,house,2014,2,1,1,SC_022,3.166,19877,2.515,54.5,0,hospital_164,5.461,S_224,0.838
19635,-37.678101,144.891329,2/2 Broad Street,WESTMEADOWS,6150000,house,2013,3,2,1,SC_059,1.258,20030,2.552,36.875,0,hospital_104,3.984,S_153,2.671
42068,-37.7680055,145.06617,30 Mount Eagle Road,EAGLEMONT,24080000,house,2014,4,2,2,SC_017,1.378,19934,1.183,25.076923076923077,0,hospital_046,1.275,S_100,1.004
55558,-37.843857,145.092554,34 Regent Street,CAMBERWELL,36300000,house,2015,2,1,2,SC_042,3.729,19849,1.363,33.714285714285715,0,hospital_089,1.517,S_160,2.136
41568,-37.737941,145.070509,13 St Andrews Avenue,ROSANNA,12750000,house,2013,2,1,1,SC_017,1.992,19936,0.671,27.9375,0,hospital_066,2.074,S_100,2.369
69767,-37.86148,145.084562,22 Eleanor Street,ASHBURTON,15600000,house,2011,4,2,2,SC_042,1.868,19848,0.288,35.714285714285715,0,hospital_098,0.278,S_112,0.979
94537,-37.90457,145.049744,1/613 North Road,ORMOND,5520000,house,2016,5,2,2,SC_041,2.341,19941,0.903,35.5,0,hospital_159,2.474,S_107,1.795
31887,-37.739007,144.982947,14 Hope Street,PRESTON,7080000,house,2010,3,1,0,SC_103,1.674,20012,1.548,27.0,0,hospital_144,2.179,S_030,1.049
13989,-37.742981,144.903126,1A Cudmore Street,ESSENDON,9724000,house,2012,3,1,1,SC_082,1.024,20036,1.637,23.875,0,hospital_184,0.188,S_197,0.668
31047,-37.76020432,145.023056,275 Gooch Street,THORNBURY,4631000,house,2009,3,1,1,SC_001,1.859,19932,2.131,21.076923076923077,0,hospital_039,0.765,S_219,1.871
45392,-37.683076,145.113517,69 Brentwick Drive,GREENSBOROUGH,8880000,house,2013,3,3,2,SC_051,4.204,19985,2.37,37.86666666666667,0,hospital_075,2.546,S_051,1.981
44337,-37.700984,145.124255,15 Sunderland Rise,GREENSBOROUGH,7305000,house,2011,3,2,2,SC_051,4.36,19985,1.448,37.86666666666667,0,hospital_075,1.684,S_210,1.924
88567,-37.947191,145.043404,18a Henry Street,HIGHETT,11475000,house,2014,3,2,2,SC_079,0.298,19872,0.192,39.583333333333336,0,hospital_110,1.677,S_069,0.298
39223,-37.750468,145.041168,44 Griffiths Street,BELLFIELD,8055000,house,2012,3,1,2,SC_047,1.635,19934,1.843,25.076923076923077,0,hospital_090,0.763,S_219,1.98
24779,-37.678924,144.969039,5 MONT ALBERT DRIVE,CAMPBELLFIELD,6000000,house,2010,3,1,0,SC_072,5.182,19960,2.43,39.0,0,hospital_139,5.004,S_161,1.515
6817,-37.776725,144.822235,"517 Ballarat Road, (ALBION)",ALBION,4845000,house,2012,2,1,0,SC_102,1.176,20004,0.241,28.058823529411764,0,hospital_174,0.912,S_080,1.101
63738,-37.78801,145.291228,188b Dorset Road,CROYDON,4125000,house,2011,2,1,1,SC_022,1.426,19878,1.248,50.63636363636363,0,hospital_164,3.829,S_181,1.265
65979,-37.776232,145.310608,20 Carawa Street,MOOROOLBARK,3150000,house,2012,3,1,1,SC_084,2.034,19877,0.961,54.5,0,hospital_113,4.199,S_168,2.037
90158,-37.967719,145.057264,19 Elman Road,CHELTENHAM,16900000,house,2016,3,2,2,SC_079,2.51,19866,0.266,36.65,0,hospital_082,0.808,S_023,0.928
49492,-37.810773,145.078442,4/8-10 Kalimna Street,BALWYN,7645000,house,2014,2,1,1,SC_099,2.346,19893,1.546,28.636363636363637,0,hospital_064,2.661,S_136,2.173
90410,-37.9614066,145.0487441,27 Tulip Grove,CHELTENHAM,7800000,house,2011,3,2,2,SC_079,1.523,19866,0.775,36.65,0,hospital_082,0.715,S_023,0.658
63639,-37.803811,145.285515,16/56 Norton Road,CROYDON,7004000,house,2010,3,1,2,SC_022,0.568,19878,1.028,50.63636363636363,0,hospital_164,2.668,S_055,0.461
10117,-37.795708,144.931695,155 Eastwood Street,KENSINGTON,7462000,house,2010,2,1,0,SC_011,2.018,20041,0.238,13.882352941176471,0,hospital_114,0.171,S_086,1.007
47531,-37.714458,145.139563,8 Cygnet Court,ELTHAM,11200000,house,2014,4,3,2,SC_051,4.876,19987,0.734,44.0,0,hospital_075,3.144,S_194,1.625
95031,-37.91183853,145.0517883,19 Shanahan Crescent,MCKINNON,9720000,house,2009,3,1,1,SC_041,3.075,19940,1.197,36.5,0,hospital_159,1.759,S_107,1.207
78135,-37.929678,145.182453,5 Fulwood Place,MULGRAVE,10080000,house,2011,4,1,3,SC_073,2.625,19913,3.37,43.958333333333336,0,hospital_161,2.87,S_067,0.882
77310,-37.946453,145.110692,9 Tully Road,CLARINDA,7650000,house,2011,3,1,2,SC_003,3.339,19915,2.573,38.77777777777778,0,hospital_076,2.881,S_170,2.146
36133,-37.669487,145.0284729,11 Louise Street,LALOR,4992000,house,2009,3,1,1,SC_062,5.402,20006,1.073,39.84615384615385,0,hospital_053,2.256,S_229,0.796
33489,-37.692024,144.97567,10 Anstey Avenue,RESERVOIR,5060000,house,2014,3,1,2,SC_030,5.027,19961,1.765,35.0,0,hospital_139,3.46,S_161,1.558
89946,-37.956033,145.066406,123 Cavanagh Street,CHELTENHAM,7870000,house,2015,3,2,0,SC_079,2.353,19866,1.574,36.65,0,hospital_082,0.977,S_023,1.005
23271,-37.749776,144.977137,90 Nicholson Street,COBURG,8140000,house,2015,3,1,1,SC_103,2.461,19966,1.446,26.0,0,hospital_144,0.882,S_173,1.254
57212,-37.829854,145.076017,2a Dryden Street,CANTERBURY,11250000,house,2013,3,1,2,SC_099,1.696,19852,0.59,27.833333333333332,0,hospital_168,2.579,S_160,0.723
35134,-37.69704437,145.0271912,50 Tunaley Parade,RESERVOIR,3480000,house,2009,3,1,1,SC_047,4.628,20008,1.37,36.083333333333336,0,hospital_025,2.627,S_155,2.444
74930,-37.9053138,145.0699131,28 Kinlock Avenue,MURRUMBEENA,6219000,house,2012,3,1,2,SC_087,2.142,19918,1.345,31.85185185185185,0,hospital_159,1.894,S_167,2.142
19209,-37.670067,144.929299,8 Merino Avenue,DALLAS,4160000,house,2012,3,1,2,SC_072,2.238,44817,1.049,39.92857142857143,0,hospital_104,2.294,S_153,1.119
3834,-37.81855011,144.8879242,71A Blackwood Street,YARRAVILLE,7878000,house,2006,2,1,0,SC_043,3.616,19996,0.349,15.545454545454545,0,hospital_056,2.834,S_201,2.171
96948,-37.999932,145.282824,58 George Chudleigh Drive,HALLAM,4690000,house,2010,3,1,2,SC_077,3.084,19885,2.289,58.54545454545455,0,hospital_069,3.876,S_212,1.598
69499,-37.8695488,145.1066742,12 Railway Avenue,ASHWOOD,7163000,house,2008,3,1,2,SC_042,1.59,19840,0.656,27.933333333333334,0,hospital_089,1.741,S_112,1.187
21540,-37.7592368,144.9586691,75 Tinning Street,BRUNSWICK,7750000,house,2012,3,1,1,SC_030,3.08,19967,0.285,23.0,0,hospital_011,0.518,S_074,1.182
91825,-37.981114,145.041254,8 Coreen Avenue,BEAUMARIS,7820000,house,2013,4,2,2,SC_079,3.56,19866,1.989,36.65,0,hospital_055,0.956,S_011,1.859
20980,-37.768954,144.966809,3 George Street,BRUNSWICK,13575000,house,2015,2,1,1,SC_030,4.325,19968,0.65,21.0,0,hospital_144,1.456,S_074,0.606
50270,-37.77707,145.082147,5  Ben Nevis Grove,BULLEEN,9450000,house,2016,3,2,2,SC_009,1.534,19934,2.9,25.076923076923077,0,hospital_046,2.921,S_154,1.418
40505,-37.701572,145.077085,380 Grimshaw Street,BUNDOORA,4596000,house,2011,3,1,2,SC_062,5.603,19984,1.2,33.86666666666667,0,hospital_041,1.678,S_155,1.983
56448,-37.854345,145.126006,25 Cypress Avenue,BURWOOD,15000000,house,2015,4,2,2,SC_037,3.942,19875,2.335,29.928571428571427,0,hospital_047,1.437,S_097,0.758
79342,-37.939122,145.154212,72 Springvale Road,SPRINGVALE,10727000,house,2015,2,1,2,SC_073,4.599,19913,1.158,43.958333333333336,0,hospital_076,3.529,S_075,1.615
69094,-37.863893,145.030582,34 Gordon Grove,MALVERN,29580000,house,2010,3,1,2,SC_023,1.744,19944,0.286,19.695652173913043,0,hospital_092,0.22,S_013,0.326
27015,-37.58911,144.902729,47 Cascade Terrace,CRAIGIEBURN,5004000,house,2016,4,3,2,SC_016,1.065,40221,3.849,45.92857142857143,0,hospital_104,7.031,S_178,2.811
46825,-37.705795,145.153631,2/53 Batman Road,ELTHAM,4200000,house,2012,3,2,0,SC_051,3.616,19987,1.003,44.0,0,hospital_075,4.207,S_194,1.095
96330,-37.925403,145.042244,9 Wilma Street,BENTLEIGH,10335000,house,2012,3,1,2,SC_046,1.606,19938,0.595,39.416666666666664,0,hospital_110,0.977,S_107,0.654
56338,-37.856314,145.125331,2 Sunhill Av,BURWOOD,7020000,house,2013,3,1,1,SC_042,3.784,19875,2.122,29.928571428571427,0,hospital_047,1.66,S_097,0.889
93851,-38.058086,145.131587,2 Devon Court,BONBEACH,6721000,house,2010,3,2,1,SC_070,5.605,19859,1.175,51.23529411764706,0,hospital_096,7.964,S_077,1.438
52944,-37.82014,145.008758,3 Dickens Street,RICHMOND,4970000,house,2013,2,1,2,SC_038,2.275,19906,0.833,12.774193548387096,0,hospital_122,0.451,S_076,1.649
91578,-37.9927763,145.0390013,35 Tramway Parade,BEAUMARIS,16480000,house,2013,3,2,2,SC_079,4.862,19865,2.597,38.9,0,hospital_055,1.828,S_011,2.405
96282,-37.919306,145.040276,85 Robert Street,BENTLEIGH,13160000,house,2010,3,1,2,SC_046,2.254,19939,0.356,38.5,0,hospital_110,1.561,S_107,0.162
94854,-37.9150073,145.0255842,15 Somers Street,BENTLEIGH,7300000,house,2012,2,2,2,SC_046,2.948,19939,1.038,38.5,0,hospital_126,1.694,S_107,1.535
27472,-37.596017,144.931334,61 Dianne Avenue,CRAIGIEBURN,4845000,house,2010,2,1,1,SC_110,0.788,40221,1.239,45.92857142857143,0,hospital_104,6.162,S_178,0.325
64592,-37.792145,145.306142,5 McIlraith Court,CROYDON,6750000,house,2015,4,2,3,SC_022,2.171,19877,0.991,54.5,0,hospital_164,4.774,S_224,1.173
46421,-37.695835,145.172868,101 Kalbar Road,ELTHAM,10800000,house,2015,3,1,2,SC_051,2.726,19988,2.81,48.75,0,hospital_075,5.991,S_194,2.503
24427,-37.701157,144.966238,47 Hudson Street,FAWKNER,5564000,house,2014,3,1,1,SC_030,3.757,19961,0.651,35.0,0,hospital_139,3.345,S_161,1.472
79946,-37.98625,145.18012,23 Kinnoul Avenue,KEYSBOROUGH,2763000,house,2009,3,1,1,SC_057,0.935,19889,1.344,50.57142857142857,0,hospital_096,1.146,S_079,1.014
8176,-37.754017,144.751446,17 Perkins Grove,BURNSIDE,4675000,house,2013,5,2,2,SC_048,2.502,20002,4.398,33.05555555555556,0,hospital_057,5.596,S_156,0.252
57526,-37.825055,145.140492,10 Garie Street,BLACKBURN,9130000,house,2010,3,1,1,SC_037,1.724,19897,0.476,35.421052631578945,0,hospital_060,1.629,S_018,0.929
8934,-37.886372,144.7573,18 Cropley Court,SEABROOK,5460000,house,2008,4,2,2,SC_092,2.623,46468,2.031,32.75,0,hospital_073,6.885,S_001,1.952
54597,-37.815418,145.034819,51a Hawthorn Grove,HAWTHORN,3019500,house,2016,5,2,2,SC_083,0.566,19904,0.688,20.458333333333332,0,hospital_086,0.556,S_208,0.509
60697,-37.83337,145.191389,33 Carinya Road,VERMONT,5280000,house,2015,3,1,1,SC_088,1.877,19900,1.711,39.5,0,hospital_010,2.562,S_202,1.699
53191,-37.827691,144.995041,39 Green Street,CREMORNE,7704000,house,2011,2,1,0,SC_038,1.845,19907,0.229,6.0,0,hospital_146,1.123,S_102,1.825
34292,-37.71992,145.014413,21 Howard Street,RESERVOIR,7560000,house,2015,3,2,2,SC_103,2.449,20010,0.735,32.083333333333336,0,hospital_139,1.464,S_225,1.378
68645,-37.854724,145.013056,740 High Street,ARMADALE,13515000,house,2013,3,1,0,SC_038,1.631,19946,0.446,22.583333333333332,0,hospital_132,0.373,S_115,1.011
90128,-37.970059,145.048927,18 Crawford Street,CHELTENHAM,8040000,house,2015,2,1,1,SC_079,2.429,19866,0.623,36.65,0,hospital_055,1.138,S_023,1.326
75847,-37.900346,145.103744,183 Atherton Road,OAKLEIGH,8580000,house,2011,3,1,2,SC_087,2.356,19916,1.194,35.851851851851855,0,hospital_166,0.23,S_026,2.247
96821,-38.004121,145.267952,4 Regal avenue,HALLAM,3280000,house,2013,3,1,2,SC_077,1.727,19885,1.524,58.54545454545455,0,hospital_069,4.374,S_212,0.212
4394,-37.83741,144.866818,37 Gordon Street,NEWPORT,10480000,house,2010,4,2,3,SC_033,2.131,19994,1.589,20.59090909090909,0,hospital_141,3.531,S_056,1.805
61026,-37.797179,145.245348,1 Nestan Drive,RINGWOOD,6075000,house,2016,3,1,1,SC_032,2.263,19879,1.7,46.5,0,hospital_164,1.483,S_157,0.856
33739,-37.70879,145.019203,124 Rathcown Road,RESERVOIR,11560000,house,2016,2,1,1,SC_047,3.454,20009,0.859,33.083333333333336,0,hospital_139,2.103,S_225,1.981
18685,-37.689575,144.922117,31 Walsh Street,BROADMEADOWS,4050000,house,2016,3,1,2,SC_059,3.277,20030,0.759,36.875,0,hospital_104,4.33,S_153,1.279
59796,-37.82145309,145.2092438,3 Patrick Court,MITCHAM,6237000,house,2009,4,2,2,SC_032,1.975,19901,0.422,41.22222222222222,0,hospital_010,1.809,S_040,2.015
49584,-37.809153,145.101929,5 Shrimpton Court,BALWYN,17600000,house,2016,2,2,2,SC_020,2.052,19896,1.187,33.63636363636363,0,hospital_117,1.308,S_136,0.546
81859,-37.98230362,145.2429657,18 LEIGH CRT,DOVETON,4590000,house,2009,3,1,2,SC_112,2.505,19888,3.039,53.81818181818182,0,hospital_119,2.129,S_195,1.403
54250,-37.81653595,145.0246277,20 Smart Street,HAWTHORN,12320000,house,2009,3,1,1,SC_083,1.059,19905,0.608,18.823529411764707,0,hospital_086,0.635,S_208,1.026
46043,-37.730281,145.132244,36 Cressy Street,MONTMORENCY,3696000,house,2011,4,2,1,SC_009,5.301,19986,1.917,40.0,0,hospital_075,3.638,S_194,2.835
42103,-37.769830999999996,145.06352,331 Lower Heidelberg Road,EAGLEMONT,30550000,house,2012,5,3,3,SC_017,1.627,19934,1.093,25.076923076923077,0,hospital_046,1.384,S_100,1.264
52002,-37.798165,145.179757,8 Solson Place,DONVALE,4752000,house,2016,4,2,2,SC_088,2.356,19900,2.456,39.5,0,hospital_034,1.053,S_202,2.883
8733,-37.745847,144.749574,Lot 44 Granvia Circuit,BURNSIDE,6825000,house,2015,4,2,2,SC_048,1.6,20001,4.303,36.05882352941177,0,hospital_057,5.942,S_156,0.886
88666,-37.953999,145.044811,23 Jackson Road,HIGHETT,11520000,house,2014,3,2,1,SC_079,0.633,19872,0.672,39.583333333333336,0,hospital_082,1.275,S_069,0.634
43050,-37.7167478,145.0748016,28 Dunvegan Crescent,MACLEOD,4032000,house,2010,3,1,1,SC_017,4.378,19984,1.021,33.86666666666667,0,hospital_037,2.272,S_020,2.598
24432,-37.7175,144.971464,48 Argyle Street,FAWKNER,11184000,house,2016,4,1,1,SC_030,2.507,19963,0.972,32.0,0,hospital_139,2.342,S_030,1.717
44080,-37.71667,145.10818,10 Tonyl Court,GREENSBOROUGH,7085000,house,2012,5,2,2,SC_017,5.579,19986,1.184,40.0,0,hospital_075,1.301,S_020,1.513
20591,-37.76097,144.965979,157 Albion Street,BRUNSWICK,6160000,house,2016,2,1,0,SC_030,3.472,19967,0.467,23.0,0,hospital_144,0.716,S_074,1.115
19442,-37.66141129,144.9269562,41 Longford Crescent,COOLAROO,3024000,house,2009,3,2,0,SC_072,1.258,44817,0.091,39.92857142857143,0,hospital_104,1.325,S_153,1.915
74329,-37.882549,145.030991,31 Maxwell Grove,CAULFIELD,16080000,house,2015,4,2,2,SC_023,1.26,19943,1.161,23.470588235294116,0,hospital_080,1.367,S_166,0.418
32776,-37.733808,144.991077,428 Gilbert Road,PRESTON,6193000,house,2013,2,1,2,SC_103,1.153,20012,0.992,27.0,0,hospital_139,1.909,S_030,0.811
79680,-37.9849302,145.1634871,143 Darren Road,KEYSBOROUGH,11960000,house,2012,3,1,1,SC_057,1.224,19890,2.297,48.82608695652174,0,hospital_096,1.172,S_079,1.2
88932,-37.950423,145.041862,54 Graham Road,HIGHETT,9690000,house,2010,3,1,0,SC_079,0.159,19872,0.222,39.583333333333336,0,hospital_082,1.723,S_069,0.16
33924,-37.72856,144.996687,16 Birdwood Street,RESERVOIR,10710000,house,2016,4,2,2,SC_103,1.312,20011,0.536,29.0,0,hospital_139,1.23,S_085,1.097
96874,-38.00103,145.284629,47 George Chudleigh Drive,HALLAM,5040000,house,2014,3,1,0,SC_077,3.22,19885,2.271,58.54545454545455,0,hospital_069,3.69,S_212,1.714
76111,-37.903775,145.089321,35 Queens Avenue,OAKLEIGH,13580000,house,2010,4,2,1,SC_087,1.839,19917,0.389,33.851851851851855,0,hospital_166,1.547,S_167,1.839
16926,-37.70038223,144.9185028,26 Trevannion Street,GLENROY,4185000,house,2008,3,1,1,SC_010,3.168,20032,0.476,32.875,0,hospital_184,4.814,S_209,0.791
86796,-37.912909,144.991371,47 Park Street,BRIGHTON,5760000,house,2015,3,2,3,SC_015,5.011,19951,0.499,22.0,0,hospital_156,0.128,S_150,0.218
58568,-37.808288,145.172824,130 Junction Road,NUNAWADING,5320000,house,2015,3,1,1,SC_002,1.24,19899,1.383,36.592592592592595,0,hospital_070,1.854,S_202,1.764
44343,-37.71327209,145.1011505,156 Nepean Street,GREENSBOROUGH,6511000,house,2009,5,2,1,SC_017,5.534,19985,1.211,37.86666666666667,0,hospital_075,0.997,S_020,0.96
81953,-37.984747,145.243144,21 Kathryn Street,DOVETON,4410000,house,2010,3,1,1,SC_077,2.32,19888,2.989,53.81818181818182,0,hospital_119,2.122,S_195,1.51
41649,-37.756625,145.072963,15 Vine Street,HEIDELBERG,18150000,house,2015,4,2,2,SC_017,0.402,19935,1.082,26.176470588235293,0,hospital_004,0.976,S_100,0.489
49451,-37.809636,145.079324,37 Power Street,BALWYN,19650000,house,2010,2,1,0,SC_099,2.487,19893,1.661,28.636363636363637,0,hospital_064,2.73,S_136,2.06
28070,-37.801468,144.97495,12 Moor Street,FITZROY,26860000,house,2015,3,1,0,SC_008,1.24,19843,1.082,8.00507614213198,0,hospital_125,0.713,S_200,0.457
37938,-37.77716827,145.0303497,11 Kelvin Road,ALPHINGTON,6960000,house,2008,3,1,1,SC_001,1.44,19931,0.158,20.076923076923077,0,hospital_029,1.481,S_219,1.409
56128,-37.842993,145.103923,100 Roslyn Street,BURWOOD,15730000,house,2014,4,2,2,SC_037,3.123,19895,2.146,30.11111111111111,0,hospital_089,1.821,S_112,2.759
88021,-37.93606949,145.0527802,1 Nowra Street,MOORABBIN,6279000,house,2008,3,1,3,SC_046,1.324,19937,1.421,38.4,0,hospital_110,1.443,S_069,1.781
81226,-37.9921852,145.2015873,39 Everitt Street,DANDENONG,5160000,house,2014,3,2,2,SC_112,1.312,19888,0.755,53.81818181818182,0,hospital_119,1.715,S_184,1.428
90999,-37.95399094,145.0663452,78 Bernard St,CHELTENHAM,4950000,house,2009,3,1,1,SC_079,2.283,19866,1.748,36.65,0,hospital_082,1.105,S_023,1.107
52095,-37.822271,144.994704,"102 Rowena Parade, Richmond Hill",RICHMOND,4069000,house,2012,4,2,2,SC_068,2.168,19908,0.447,10.815126050420169,0,hospital_146,0.526,S_076,1.412
59226,-37.821284,145.192922,1/2 Agra Street,MITCHAM,7308000,house,2011,2,1,2,SC_088,1.194,19900,0.374,39.5,0,hospital_010,1.21,S_202,1.497
69945,-37.866381,145.081279,32 Morotai Avenue,ASHBURTON,10430000,house,2012,3,1,2,SC_042,1.515,19847,0.259,36.714285714285715,0,hospital_098,0.421,S_112,1.097
15804,-37.741148,144.885131,59 Nolan STREET,NIDDRIE,5300000,house,2009,2,1,0,SC_082,1.968,20037,3.196,20.88235294117647,0,hospital_184,1.76,S_198,1.802
44350,-37.691167,145.093183,16 Booyan Crescent,GREENSBOROUGH,7800000,house,2015,3,2,2,SC_062,4.448,19985,1.946,37.86666666666667,0,hospital_075,1.914,S_210,1.565
88274,-37.942521,145.050182,7 Isabella Street,MOORABBIN,12496000,house,2013,3,2,2,SC_079,1.087,19872,0.982,39.583333333333336,0,hospital_110,1.579,S_069,1.087
18081,-37.66547775,144.9310913,12 Emerald Street,DALLAS,4165000,house,2008,3,1,2,SC_072,1.816,44817,0.667,39.92857142857143,0,hospital_104,1.895,S_153,1.632
93458,-38.005977,145.091724,5/24 Bear Street,MORDIALLOC,7531000,house,2012,2,1,1,SC_003,3.886,19863,0.363,44.36842105263158,0,hospital_001,2.381,S_119,0.499
75023,-37.89725,145.048846,31 Neville Street,CARNEGIE,12000000,house,2014,4,2,3,SC_041,1.637,19942,1.02,32.5,0,hospital_126,2.615,S_015,1.255
8554,-37.7589035,144.7986755,5 Mitchley Court,ST ALBANS,4095000,house,2009,4,3,2,SC_107,3.601,20003,0.972,31.058823529411764,0,hospital_057,1.404,S_159,0.78
21204,-37.7562027,144.9576721,4 Second Avenue,BRUNSWICK,8704000,house,2008,4,1,1,SC_030,2.731,19966,0.412,26.0,0,hospital_011,0.187,S_074,1.528
65164,-37.816576,145.3169,161 Liverpool Road,KILSYTH,4020000,house,2010,3,1,1,SC_022,3.555,19877,3.565,54.5,0,hospital_164,5.48,S_042,1.484
96765,-38.002418,145.264798,33 Cornwall Street,HALLAM,4680000,house,2014,3,2,2,SC_077,1.479,19885,1.761,58.54545454545455,0,hospital_119,4.458,S_212,0.269
55744,-37.841598,145.075851,5 Immarna Road,CAMBERWELL,17820000,house,2013,4,2,2,SC_099,2.478,19850,0.267,31.714285714285715,0,hospital_168,1.901,S_160,0.849
92087,-37.977681,145.076581,2 Daly Court,MENTONE,6400000,house,2011,5,3,2,SC_003,1.316,19865,1.105,38.9,0,hospital_133,0.961,S_003,0.714
59593,-37.819059,145.199169,2/23 McGhee Avenue,MITCHAM,4345000,house,2010,2,1,1,SC_088,1.723,19900,0.643,39.5,0,hospital_010,1.057,S_202,2.089
89981,-37.97047043,145.0597076,13 Tuck Street,CHELTENHAM,6545000,house,2008,3,1,0,SC_003,2.577,19866,0.621,36.65,0,hospital_082,1.142,S_011,1.258
3991,-37.81344,144.887016,99 Somerville Road,YARRAVILLE,5376000,house,2014,3,1,1,SC_043,3.144,19996,0.371,15.545454545454545,0,hospital_056,2.262,S_201,1.712
14671,-37.749631,144.899135,60 Roberts Street,ESSENDON,10945000,house,2010,4,2,2,SC_082,1.832,20037,1.661,20.88235294117647,0,hospital_184,0.969,S_197,1.147
39068,-37.77333832,145.0485077,9 Locksley Road,IVANHOE,11008000,house,2009,2,1,1,SC_001,0.845,19933,0.564,22.529411764705884,0,hospital_039,1.915,S_219,0.823
16628,-37.708157,144.926386,17 Apsley Street,GLENROY,6960000,house,2016,3,1,0,SC_082,3.409,20032,0.902,32.875,0,hospital_184,4.239,S_209,0.319
50903,-37.77577209,145.1136322,171 High Street,DONCASTER,5166000,house,2008,3,1,3,SC_091,1.664,20042,4.885,30.441176470588236,0,hospital_194,0.305,S_046,0.247
94942,-37.917313,145.036207,17 Nicholson Street,BENTLEIGH,29250000,house,2015,3,1,0,SC_046,2.477,19939,0.07,38.5,0,hospital_110,1.753,S_107,0.573
37485,-37.634448,145.022792,5 Cadiz Walk,EPPING,2840000,house,2011,3,2,2,SC_062,5.851,20005,2.099,42.833333333333336,0,hospital_053,1.986,S_196,1.195
69053,-37.86505508,145.0359802,30 Cummins Grove,MALVERN,14300000,house,2008,3,3,2,SC_023,1.38,19944,0.603,19.695652173913043,0,hospital_183,0.338,S_013,0.818
56481,-37.859628,145.11058,27 Brockhoff Drive,BURWOOD,6680000,house,2015,3,2,1,SC_042,2.588,19840,1.561,27.933333333333334,0,hospital_089,1.464,S_112,1.661
29900,-37.779602,145.012175,30 Cain Avenue,NORTHCOTE,17220000,house,2012,4,2,1,SC_001,2.913,19929,0.349,16.076923076923077,0,hospital_029,1.505,S_219,2.89
59340,-37.819589,145.206427,112 Brunswick Road,MITCHAM,7950000,house,2011,3,1,1,SC_032,2.111,19901,0.565,41.22222222222222,0,hospital_010,1.486,S_040,2.139
81254,-37.987889,145.226414,4 Nova Drive,DANDENONG,8820000,house,2012,4,2,0,SC_112,1.0,19888,1.482,53.81818181818182,0,hospital_119,0.722,S_184,0.87
96651,-38.001446,145.253914,22A KAYS AVE,HALLAM,5797000,house,2010,3,2,1,SC_077,0.645,19885,2.286,58.54545454545455,0,hospital_119,3.564,S_212,1.094
33372,-37.69631,145.021222,1 Keon Parade,RESERVOIR,4200000,house,2014,4,2,1,SC_047,4.77,20008,0.838,36.083333333333336,0,hospital_025,3.004,S_228,2.648
18242,-37.683178,144.909865,15 Lorraine Crescent,JACANA,3120000,house,2013,4,2,0,SC_059,2.265,20030,0.859,36.875,0,hospital_104,3.733,S_153,1.183
34138,-37.728905,145.007061,2 Allchin Street,RESERVOIR,6219000,house,2012,4,3,2,SC_103,1.271,20011,0.382,29.0,0,hospital_139,1.49,S_085,0.988
4490,-37.841633,144.870659,47 Laurie Street,NEWPORT,10240000,house,2014,3,2,3,SC_033,2.681,19994,1.144,20.59090909090909,0,hospital_141,2.952,S_056,2.239
15111,-37.739175,144.911139,22 Carnarvon Road,STRATHMORE,18840000,house,2014,4,3,2,SC_082,0.758,20036,1.243,23.875,0,hospital_184,0.637,S_197,0.599
76877,-37.922559,145.109366,5  Caroline Street,CLAYTON,8134000,house,2014,3,1,2,SC_087,4.516,19915,1.009,38.77777777777778,0,hospital_076,0.988,S_169,0.896
82466,-38.00048065,145.2437286,9 ROGERS ST,EUMEMMERRING,9450000,house,2008,3,1,1,SC_077,0.66,19885,2.985,58.54545454545455,0,hospital_119,2.764,S_212,1.981
14475,-37.756067,144.932692,44 Lawson Street,ESSENDON,10200000,house,2011,3,1,2,SC_030,3.048,20036,1.429,23.875,0,hospital_128,1.879,S_025,1.637
85373,-37.878242,144.999406,20 Willow Street,ELSTERNWICK,18600000,house,2016,4,1,1,SC_015,1.957,19955,0.449,15.0,0,hospital_009,0.994,S_133,0.811
89060,-37.952161,145.024351,9 Lawson Parade,HIGHETT,5362000,house,2016,5,2,2,SC_079,1.506,19872,1.593,39.583333333333336,0,hospital_058,1.148,S_214,0.776
35484,-37.711141,144.997082,7 Mcfadzean Avenue,RESERVOIR,6413000,house,2015,3,1,2,SC_103,3.195,20010,1.082,32.083333333333336,0,hospital_139,0.721,S_030,2.375
91265,-37.99394608,145.0379486,14 Rennison Street,BEAUMARIS,11600000,house,2008,4,2,2,SC_079,4.996,19865,2.741,38.9,0,hospital_055,1.987,S_011,2.552
78905,-37.938253,145.166305,29 Hillside Street,SPRINGVALE,4900000,house,2010,3,1,1,SC_073,3.957,19913,1.686,43.958333333333336,0,hospital_124,3.841,S_067,1.964
